85152780,3767279968,442534019,528,0,0,19
55889938,1017186824,3221890245,288,1,0,10
304162594,566646912,3424157769,20,2,0,4
2953611308,201418322,65147265,1074790400,0,1,53
2449477819,552749572,1292738816,1088,1,1,26
73511956,1896366627,2324957384,131328,2,1,14
2688616599,45875560,1426249216,134225920,0,2,30
427831319,2792685696,1074401128,49152,1,2,0
141181011,3531867688,621877636,40960,2,2,25
1075341849,2329936322,822318116,67371008,0,3,35
1078074820,2510389272,168583715,537919488,1,3,57
445001920,1077477903,2235600176,536887296,2,3,41
2688156868,62972184,1543838240,3,0,4,63
336675926,1112183553,2175019176,671088640,1,4,53
2758025992,1243185300,285365347,8390656,2,4,22
1623249665,470296748,53937170,2147483712,0,0,19
538066008,1516273926,2223784609,16842752,1,0,38
147857739,1946685060,2198294576,2129920,2,0,81
2161904008,119787552,1879058003,134217732,0,1,17
204514380,1367345811,2723025184,81920,1,1,32
4051977728,141721784,101201991,65792,2,1,46
2730763267,18448572,1478642496,67112960,0,2,37
1956643110,2202037384,136221249,65552,1,2,11
2734931973,1477448610,82586688,24,2,2,23
190124296,576151,4102169632,2097216,0,3,25
541633571,61210780,3691074112,1048832,1,3,39
2619539978,1611676001,55362704,8388612,2,3,4
18726947,2290225624,1952459780,33554944,0,4,4
335849288,2693988518,1258838033,6291456,1,4,0
2558616706,1679071249,57148012,131328,2,4,29
207995137,856174692,3230666378,131088,0,0,21
31525473,236618764,1879331218,2147491840,1,0,13
715129510,486728,3243806737,335544320,2,0,12
4542678,472951552,1661600809,2155872256,0,1,2
271133632,2248152119,1757855752,17825792,1,1,28
60555548,201511107,2959150624,1073750016,2,1,13
3491234488,555966531,247733252,33024,0,2,48
610284291,1116571780,2551334000,16777224,1,2,6
3366986832,604347010,319439117,4194336,2,2,63
46743976,3777013828,471208978,513,0,3,0
1388385424,2215397962,672309541,18874368,1,3,23
3767798034,189326344,337842785,132,2,3,43
1678123398,2464744512,152082993,16392,0,4,24
3021242630,36196600,1237394945,133120,1,4,41
843327792,3424125966,27447873,65664,2,4,26
2722178628,1362640921,210145442,2304,0,0,31
1176021064,27721782,2822787969,268436480,1,0,52
1082303021,321716624,2890929218,18432,2,0,4
1108548000,478938133,2707472906,8256,0,1,62
672174365,348850752,3273942018,160,1,1,25
311625859,2751992664,1227153444,4195328,2,1,3
319670288,3296862881,678433806,320,0,2,26
2685698418,1124800517,484467720,640,1,2,62
273197618,1294144576,2190492045,537133056,2,2,22
344286274,36311480,1766853125,2147516416,0,3,27
185335902,2486284800,1623346305,288,1,3,28
121716828,3223104514,950014625,131328,2,3,3
136523394,568070464,3321937965,268435472,0,4,21
3221359961,488116386,585490432,516,1,4,68
2285372997,1124368818,880900104,4325376,2,4,48
2176849031,1108525864,741154896,268437504,0,0,18
77749520,1481113827,2736038408,65540,1,0,0
118785560,3492282695,683751584,147456,2,0,3
1362124837,2290324048,105385354,537133056,0,1,53
343951018,1745195344,2205818881,2052,1,1,4
822632732,1117065824,2355265667,3072,2,1,9
505815300,1627488994,5790745,2155872256,0,2,31
220216385,1914290208,2160329628,131074,1,2,38
826147841,2260830242,1207972820,16392,2,2,29
1187524618,137578577,2432992164,536871936,0,3,18
34456589,418388608,3305251154,536870944,1,3,12
2920022408,1343453200,12617319,18874368,2,3,9
141640259,3775541520,377521324,264192,0,4,36
2374041685,1917338242,3585312,2056,1,4,64
1326008352,276861404,2690786819,1310720,2,4,41
3523256469,606149928,157155906,8404992,0,0,40
2774533424,1343822466,42377293,134234112,1,0,25
2428572422,67275961,1797546048,1572864,2,0,25
101033490,1477067169,2179993676,536872960,0,1,27
815171728,1279279461,2166957578,33558528,1,1,16
169681937,1105203906,872466732,2147614720,2,1,16
2183500354,1364853028,746611864,2049,0,2,24
503509008,3222013095,31525704,537919488,1,2,40
1488322656,575157396,2147601163,83886080,2,2,73
3557917057,537025644,65806850,134217744,0,3,70
1090570810,2324960640,610869317,268566528,1,3,5
1652833281,2355691654,286425944,16416,2,3,43
2259158564,152117587,1342625928,541065216,0,4,6
739491860,1369449057,38541706,2147484672,1,4,34
1158687121,277467180,2854617666,4195328,2,4,33
1610784296,2667839888,3760199,12582912,0,0,5
622021634,306488256,3232239669,134217736,1,0,14
696337060,2215291921,1379144002,4194312,2,0,3
2313423888,1979712108,749955,1081344,0,1,28
1099435587,572580244,2618753064,4198400,1,1,23
271766304,1740638337,135078990,2147483664,2,1,6
868778304,3291492380,413347,134283264,0,2,42
2311096361,538838228,371225346,1073807360,1,2,6
68645124,321421507,2831158832,1073741832,2,2,38
2164351912,1793069059,337283156,263168,0,3,27
2973805600,1208288086,111825032,1048577,1,3,36
274804354,2325610592,1694531869,20480,2,3,38
572006148,272703731,3299262472,150994944,0,4,25
101517964,3913323536,278946147,1179648,1,4,28
697438258,1074390156,2523136577,2304,2,4,21
12403280,1107474596,3107980547,67108872,0,0,24
411056548,2708144641,1175766096,10,1,0,32
814063754,1275074932,24790529,2181038080,2,0,23
981618768,1144563841,2168784166,520,0,1,29
2701542534,318283808,1275075161,65792,1,1,6
486586944,1090273314,2718107028,9,2,1,35
309461635,1158463784,2818653252,8388624,0,2,4
1359094572,50135058,2751519809,134217856,1,2,15
3297026434,844120180,153819649,1032,2,2,21
2148617812,1432400128,713425059,524296,0,3,35
2827224402,70468229,1128314920,268959744,1,3,64
628138498,2190088304,402998665,1073741828,2,3,24
2228225299,1359446184,539523652,167772160,0,4,54
2308998666,876640516,1108017393,1310720,1,4,21
179340553,2148342406,1967276128,8208,2,4,15
1238107520,908077636,2148651051,131088,0,0,9
2483463173,1210075864,600314146,1114112,1,0,38
151651479,2963341928,1112848640,67125248,2,0,10
280691296,738469141,3275773962,32896,0,1,39
864108586,2218132176,1212725505,1028,1,1,14
3735029764,542658914,17245848,32769,2,1,80
1887438234,2399438884,8090112,65,0,2,18
307798089,679760150,3223522976,83886080,1,2,45
3892710976,111775764,22045091,268435464,2,2,85
1635780377,472170594,2186946692,69632,0,3,25
2554488066,1085020204,655393425,65600,1,3,51
2153178128,76024647,1526796456,538968064,2,3,38
2840087042,1409385517,45359568,135168,0,4,47
2170077408,279385094,1845504536,257,1,4,5
1611956454,97004801,2317505048,268500992,2,4,85
2214687428,298190859,1244693808,537395200,0,0,67
202412206,1659118656,2432912144,524289,1,0,39
355050624,2860534033,5509742,1073872896,2,0,5
2334229012,878187586,1082534185,16512,0,1,13
2182378625,1349159176,746586742,16842752,1,1,16
822396225,2395017736,1077029042,524292,2,1,15
3508568514,4487705,747832356,34078720,0,2,38
2166459169,1079140508,1015551042,33816576,1,2,20
824582785,1174492234,2295367732,524544,2,2,34
819087384,2953319,3472918272,8320,0,3,26
2435323911,1645617208,205604800,8421376,1,3,11
2162166039,1226076296,369722976,537001984,2,3,10
3524379392,679492660,23724235,67371008,0,4,25
1175998486,2284135264,826313865,8519680,1,4,25
717558144,1409442402,2167964685,2064,2,4,8
