1076374057,738592132,332484608,0,0,0,57
536943258,3229222144,386162721,0,1,0,0
1382680064,68225400,562098305,0,2,0,18
2219005954,1074825009,841490632,0,0,1,8
1250459717,356912160,2150720136,0,1,1,42
136659086,298976336,3858793248,0,2,1,0
707559472,2243969155,1074933512,0,0,2,41
839385685,93334664,2154090784,0,1,2,36
35897666,2895642660,289412753,0,2,2,0
2298878144,1412956167,583050528,0,0,3,46
537103491,2183680524,278143344,0,1,3,4
742949002,286275633,1118111236,0,2,3,16
818422416,3374716928,100713828,0,0,4,36
960565282,3222676740,41994952,0,1,4,19
751075616,2183139024,1343819790,0,2,4,0
2265057336,541943296,1083216197,0,0,0,23
251661476,1357923072,2684694553,0,1,0,0
1079270416,16974187,1040196228,0,2,0,4
1211665024,2705350768,335938827,0,0,1,18
9531420,3657695904,623512578,0,1,1,46
2190151690,339748800,1745897509,0,2,1,8
270666267,52171908,2361459040,0,0,2,2
2720203074,71866916,286540945,0,1,2,30
2298552628,4068488,1719715842,0,2,2,44
872614154,157073409,2189431988,0,0,3,6
549896321,1124139876,2552761354,0,1,3,0
872450760,2332041494,1089995809,0,2,3,30
344021121,51512604,3361743394,0,0,4,10
3221900040,206831782,864063505,0,1,4,9
84301328,2818638245,314615818,0,2,4,0
335807984,3225526286,61999617,0,0,0,38
1032848416,2181423362,1078467145,0,1,0,38
279283201,140009528,3791786432,0,2,0,0
16858385,377635368,3761275074,0,0,1,11
551572504,3507519649,67840070,0,1,1,0
335594822,567025824,3355511321,0,2,1,21
540027444,1480610113,2232255496,0,0,2,14
370160152,1627819040,2160083398,0,1,2,13
277455906,1661341825,206586452,0,2,2,16
96603145,2586841604,1611424096,0,0,3,0
539084384,2584481928,93462804,0,1,3,0
1619012016,5948482,2552303629,0,2,3,39
1091784848,37782859,881338404,0,0,4,29
1186996328,2434078736,673236101,0,1,4,41
2316732424,344470146,23070065,0,2,4,17
225633,52691610,3368584196,0,0,0,25
69675073,146822186,3523772564,0,1,0,24
1644560744,2221445249,160457748,0,2,0,24
2216778016,839418568,152183829,0,0,1,23
671105615,2499807664,1113269248,0,1,1,0
2198872676,808353795,213916936,0,2,1,9
537506352,2449605836,1297105153,0,0,2,25
3494957120,679813172,52956545,0,1,2,59
672680076,2200313890,1145147969,0,2,2,37
1215309953,9061732,2986611210,0,0,3,46
2969601286,1241858121,76167808,0,1,3,16
2425390244,1074096147,122163784,0,2,3,32
405562432,3230734354,641893248,0,0,4,36
3892449417,273976400,119563010,0,1,4,58
1377840131,13488256,756154456,0,2,4,18
1249247264,84453008,276895759,0,0,0,53
957743170,2147562265,1109969028,0,1,0,46
2389510,1321306112,2702704841,0,2,0,0
76050048,940605808,2170945543,0,0,1,0
2433751620,577249336,209995137,0,1,1,49
1350578484,678955074,50774664,0,2,1,32
83954580,1618101250,2550702177,0,0,2,0
155517011,1144653860,2994751232,0,1,2,0
2255052,2886565904,1397756672,0,2,2,0
285544463,584075424,2284463680,0,0,3,0
3978300416,8847542,37777993,0,1,3,97
578896274,2550834177,85989992,0,2,3,0
2202173762,1621173776,470288525,0,0,4,6
2317976577,1158693134,818295296,0,1,4,18
423724041,1141655828,548548738,0,2,4,0
3032085,1015054410,3260092704,0,0,0,0
