2282501008,25349189,1915813930,0,0,0,25
1881162196,106235402,2290792480,0,1,0,43
1720860692,153651747,2152011208,0,2,0,22
2156792140,1412509856,708888067,0,0,1,25
44305762,3155173912,21745793,0,1,1,0
3515885072,172409224,606672994,0,2,1,71
289153824,2718060739,1287719948,0,0,2,18
208470051,3767668944,50392332,0,1,2,0
3398721537,557915158,338330080,0,2,2,63
273434725,3481272968,540251154,0,0,3,14
1107438708,481038472,2702230275,0,1,3,27
168251913,1948812354,2176854420,0,2,3,11
748950533,34744754,2169094728,0,0,4,20
2194695264,219086981,1344310042,0,1,4,26
218468617,49415252,4027082786,0,2,4,0
2290565424,843058828,1158197315,0,0,0,24
2218796378,9425056,2066743301,0,1,0,39
106233941,8433546,2032291872,0,2,0,0
623420440,168188002,3499164548,0,0,1,18
40645652,1551977088,2148696427,0,1,1,0
136694824,3250593877,874120066,0,2,1,0
8433787,1195000064,3091532804,0,0,2,14
3238552101,317784456,738625618,0,1,2,41
1237328578,2685176881,372379916,0,2,2,21
2047410449,9733858,90339332,0,0,3,55
71858246,1403159168,2819948825,0,1,3,0
210310792,287443239,3793018944,0,2,3,14
1845625381,295815240,2152469906,0,0,4,49
696333120,3326086282,270417973,0,1,4,0
222320916,2424874019,571933384,0,2,4,0
1226125392,820512262,100845737,0,0,0,88
36094093,3502252866,689511440,0,1,0,0
2999615490,85019457,1208235068,0,2,0,25
206316600,4045537984,42060039,0,0,1,27
440402835,2232356932,1613802536,0,1,1,22
2175533714,100715873,1884491788,0,2,1,8
1845854242,2427462737,21649548,0,0,2,62
179012160,1410337196,2688839699,0,1,2,32
1192272390,2160478353,939595112,0,2,2,15
2290430400,1364214826,640289297,0,0,3,65
159398722,1178943625,2954003508,0,1,3,43
134925616,369434826,1643122693,0,2,3,19
2228880032,1359225118,706857985,0,0,4,19
3758823441,375415364,160728232,0,1,4,54
814899364,38344731,1294239296,0,2,4,59
5047249,160566316,1981837314,0,0,0,11
1105209665,2215154342,974471192,0,1,0,14
3025208072,145492134,1124136001,0,2,0,26
1414730241,673220782,2206490960,0,0,1,27
245897264,3489957253,542327370,0,1,1,32
542171676,488640738,2189888769,0,2,1,2
2399275015,271332136,549569744,0,0,2,15
675383491,1468023820,2151035440,0,1,2,13
570688764,2150363138,1439695617,0,2,2,0
3005744131,9644692,1279574344,0,0,3,7
2290143040,827994113,1176830006,0,1,3,37
294142253,3222742146,744527952,0,2,3,0
1111584779,2902592832,12353716,0,0,4,16
542450218,2282379412,1461716289,0,1,4,18
22055191,908157472,3230405832,0,2,4,0
1078045234,3028566156,186258752,0,0,0,11
497058436,1079332889,2685021536,0,1,0,0
1125156917,476447168,2693293578,0,2,0,0
2291151628,1394772112,604324963,0,0,1,29
1356890284,2903123456,34953538,0,1,1,9
88409381,982163458,3224392392,0,2,1,0
420530817,1644441692,2223703330,0,0,2,26
3260155154,268560485,749212296,0,1,2,9
1027901456,1076904908,2156606497,0,2,2,13
2764114053,35529042,421582368,0,0,3,18
2875780,3578008065,713032826,0,1,3,0
1384187092,18234144,2892005387,0,2,3,9
2418477069,1309152018,563142880,0,0,4,19
5833427,3936487428,352629032,0,1,4,0
285284166,549062793,1313128496,0,2,4,14
1231029398,613579264,2181923169,0,0,0,15
882983953,3239576040,138852358,0,1,0,0
1376518604,2307001363,611373600,0,2,0,28
3335525888,136896710,822544688,0,0,1,86
353503920,2326044740,1611158795,0,1,1,8
1683818498,136487148,2457884417,0,2,1,17
143164780,1432359057,2182441474,0,0,2,26
945492000,3305170496,35916189,0,1,2,43
403182068,583150090,3290809345,0,2,2,11
1394664449,747766060,2151750354,0,0,3,13
2703558737,1543508270,39380608,0,1,3,2
137930498,1703166160,2453870625,0,2,3,42
2237163552,8590109,1914995904,0,0,4,56
643629073,3223503208,293617284,0,1,4,0
564429972,3360821569,302598698,0,2,4,0
1750338058,59428932,2485134768,0,0,0,24
671484310,1123042400,2433331720,0,1,0,0
2267152462,1355379200,135564705,0,2,0,4
1376826440,2235891862,681724704,0,0,1,47
1679361800,25569365,2585841824,0,1,1,26
2225639686,1778412049,274138280,0,2,1,5
617423876,3389161704,271588115,0,0,2,21
2559206016,1075087475,123798796,0,1,2,47
340296588,178353216,1091962931,0,2,2,8
1125174080,2495742087,674051080,0,0,3,32
415880192,573972868,3238005363,0,1,3,0
2953035922,178273320,89915973,0,2,3,26
2689613316,1083048057,438419842,0,0,4,22
3800056018,290783785,204119296,0,1,4,36
1220555090,540577313,369574028,0,2,4,53
2269774854,143927864,1881166273,0,0,0,4
1644561454,2225156177,408472320,0,1,0,2
2689274625,371239112,1234437172,0,2,0,9
2441422464,1611663678,208326657,0,0,1,40
3263187022,23143841,740200960,0,1,1,30
2483208977,60826856,1616713730,0,2,1,6
2250539173,285239066,677058624,0,0,2,5
12658467,674502744,2534031492,0,1,2,0
12113410,3192195072,1090658804,0,2,2,0
8802643,2651859584,1634305032,0,0,3,0
141148212,3499107594,587602497,0,1,3,13
2444279841,167974044,1615604482,0,2,3,22
2758082597,437311752,1099572866,0,0,4,43
2187413541,353145424,1754407304,0,1,4,16
3231293632,207641603,319160636,0,2,4,49
2282670210,1144009029,599787064,0,0,0,37
1922122496,2216823978,156008533,0,1,0,18
272677964,2746744850,1275282336,0,2,0,11
71960233,3490029844,162551874,0,0,1,10
2158347276,558895729,1443498370,0,1,1,6
34626785,2418385420,1837760784,0,2,1,29
3628859778,621831692,42178609,0,0,2,51
1351979088,39849255,2768904840,0,1,2,34
18627152,513916936,1614808487,0,2,2,14
2152879208,1451240065,153976854,0,0,3,15
2326108160,542122469,1426735130,0,1,3,18
30957841,404848870,2718309896,0,2,3,0
302442016,2772961602,1219498133,0,0,4,21
3222031633,76657158,859963624,0,1,4,16
1619546410,2369883140,305537169,0,2,4,32
1615267910,330829864,2281760401,0,0,0,20
2584642688,80765226,555817553,0,1,0,36
1078624444,3137671170,77623104,0,2,0,0
822665478,2383811088,1084296393,0,0,1,16
3423773824,537203499,57165908,0,1,1,63
74061985,2442256386,1644430172,0,2,1,0
1078824096,2770366488,403833671,0,0,2,17
745701505,2474715216,808746,0,1,2,15
2467201552,608185635,1084313804,0,2,2,30
2152995220,572597353,1300414978,0,0,3,39
2776680514,275522073,1108546724,0,1,3,43
817139718,1157776952,2285971905,0,2,3,5
1142063705,2428767620,589901858,0,0,4,53
35275065,1686441092,2556473858,0,1,4,21
1929464065,2350022834,9188940,0,2,4,7
